case_id,state,district,court_type,case_type,sub_type,filing_date,first_hearing_date,last_hearing_date,judgment_date,duration_days,adjournment_count,hearing_count,avg_hearing_gap_days,stage_count,case_complexity,evidence_quality,lawyer_experience_years,lawyer_win_rate,judge_experience_years,court_backlog,number_of_parties,delay_tactics_used,opponent_aggressiveness,evidence_delay_days,procedural_abuse_score,outcome,resolution_type,data_quality_flag,out_of_distribution_flag
LC002342,Madhya Pradesh,Rewa,Family Court,criminal,Theft,2019-03-14,2019-04-25,2020-05-13,2020-07-11,485,3,11,44,4,0.448,0.165,16,0.59,10,1271,2,true,0.135,31,0.217,Plaintiff Won,Summary Judgment,clean,false
LC002343,Kerala,Ernakulam,District Court,civil,Defamation,2017-11-23,2018-01-23,2019-03-16,2019-04-30,523,5,12,43,5,0.515,0.22,14,0.293,11,3817,4,true,0.501,36,0.223,Plaintiff Won,Summary Judgment,clean,false
LC002344,Chhattisgarh,Jagdalpur,High Court,civil,Property Dispute,2021-03-04,2021-03-24,2021-08-30,2021-09-22,202,11,14,15,5,0.284,0.351,19,0.664,21,1204,2,false,0.683,24,0.212,Settled,Settlement,clean,false
LC002345,Gujarat,Surat,Magistrate Court,civil,Property Dispute,2021-04-15,2021-07-08,2023-04-30,2023-05-30,775,11,19,40,2,0.775,0.204,11,0.657,3,2640,3,false,0.6,4,0.41,Plaintiff Won,Default Judgment,noisy,false
LC002346,Maharashtra,Pune,Magistrate Court,civil,Succession,2021-09-29,2021-11-13,2023-03-04,2023-04-22,570,2,7,81,3,0.415,0.535,8,0.521,29,1112,2,true,0.153,12,0.142,Defendant Won,Summary Judgment,noisy,false
LC002347,Uttar Pradesh,Ghaziabad,Labour Court,criminal,Robbery,2016-08-07,2016-09-11,2017-08-11,2017-09-28,417,8,13,32,5,0.875,0.087,7,0.482,23,1715,2,true,0.419,18,0.293,Settled,Lok Adalat,clean,false
LC002348,Bihar,Muzaffarpur,Magistrate Court,civil,Succession,2014-09-06,2014-11-27,2015-10-30,2015-12-05,455,4,10,45,4,0.776,0.716,14,0.502,19,1234,2,false,0.348,13,0.248,Plaintiff Won,Trial,clean,false
LC002349,Telangana,Hyderabad,Sessions Court,civil,Partition,2015-02-07,2015-03-25,2016-06-24,2016-07-24,533,10,17,31,8,0.658,0.18,9,0.358,24,2368,3,true,0.64,11,0.415,Dismissed,Trial,clean,false
LC002350,Bihar,Gaya,Sessions Court,criminal,Fraud,2020-04-28,2020-05-15,2021-01-30,2021-03-12,318,8,10,31,4,0.883,0.318,10,0.639,21,1559,2,false,0.419,23,0.579,Defendant Won,Default Judgment,clean,false
LC002351,Lakshadweep,Lakshadweep,Labour Court,civil,Defamation,2020-02-20,2020-05-01,2020-11-23,2021-01-13,328,10,15,21,2,0.804,0.509,13,0.476,24,991,3,true,0.575,14,0.354,Settled,Settlement,clean,false
LC002352,Sikkim,West Sikkim,Civil Court,criminal,Drug Trafficking,2019-03-29,2019-05-07,2020-10-29,2020-11-01,583,9,17,34,3,0.66,0.503,9,0.476,13,3445,3,true,0.298,12,0.438,Partially Allowed,Summary Judgment,clean,false
LC002353,Bihar,Darbhanga,Sessions Court,criminal,Dowry Harassment,2016-04-17,2016-06-22,2016-09-10,2016-11-03,200,13,20,15,7,0.093,0.088,2,0.49,13,2732,3,true,0.893,60,0.478,Settled,Settlement,clean,false
LC002354,Bihar,Muzaffarpur,High Court,criminal,Murder,2013-11-15,2013-12-06,2015-10-27,2015-11-03,718,7,10,71,3,0.828,0.297,20,0.374,20,3287,4,false,0.35,5,0.398,Plaintiff Won,Summary Judgment,clean,false
LC002355,Kerala,Thrissur,Sessions Court,civil,Mortgage,2012-02-10,2012-04-18,2013-06-04,2013-06-27,503,8,10,50,2,0.485,0.688,19,0.606,22,2374,6,false,0.516,5,0.282,Defendant Won,Default Judgment,clean,false
LC002356,Uttar Pradesh,Aligarh,Labour Court,criminal,Theft,2017-10-02,2017-12-21,2018-04-25,2018-05-13,223,9,13,17,5,0.538,0.298,3,0.574,2,2190,3,true,0.199,8,0.411,Withdrawn,Settlement,clean,false
LC002357,Rajasthan,Bikaner,Sessions Court,criminal,Theft,2016-11-10,2017-02-07,2018-05-06,2018-06-08,575,8,15,38,6,0.418,0.576,5,0.416,27,2400,2,true,0.367,8,0.405,Plaintiff Won,Summary Judgment,clean,false
LC002358,West Bengal,Howrah,Civil Court,criminal,Theft,2010-06-02,2010-06-17,2011-03-12,2011-03-24,295,8,12,24,5,0.478,0.204,20,0.64,10,1909,2,true,0.316,15,0.254,Withdrawn,Settlement,clean,false
LC002359,Arunachal Pradesh,Tawang,Consumer Forum,criminal,Dowry Harassment,2020-02-13,2020-04-09,2021-01-20,2021-01-26,348,14,17,20,2,0.603,0.289,26,0.577,20,1896,2,true,0.932,58,0.545,Settled,Lok Adalat,clean,false
LC002360,West Bengal,Murshidabad,High Court,civil,Easement,2020-05-17,2020-07-23,2021-06-14,2021-07-23,432,6,13,33,4,0.345,0.615,10,0.634,16,3003,5,true,0.427,5,0.582,Settled,Settlement,clean,true
LC002361,Andhra Pradesh,Vizianagaram,High Court,civil,Injunction,2017-02-02,2017-03-08,2019-02-25,2019-03-29,785,4,6,120,5,0.671,0.291,21,0.494,17,3086,2,false,0.224,32,0.304,Dismissed,Default Judgment,clean,false
LC002362,Tamil Nadu,Vellore,Magistrate Court,civil,Matrimonial,2012-01-18,2012-02-07,2013-05-05,2013-05-27,495,6,12,41,3,0.247,0.491,6,0.792,17,2345,3,false,0.48,36,0.401,Defendant Won,Summary Judgment,clean,false
LC002363,Assam,Cachar,Magistrate Court,criminal,Theft,2013-11-27,2013-12-25,2014-09-03,2014-10-10,317,6,9,35,4,0.691,0.312,5,0.353,26,1993,6,true,0.32,0,0.255,Withdrawn,Settlement,clean,false
LC002364,Assam,Lakhimpur,District Court,criminal,Cheating,2018-10-05,2018-11-10,2019-03-21,2019-04-25,202,8,12,16,6,0.586,0.475,9,0.517,21,1781,3,true,0.391,3,0.135,Settled,Lok Adalat,clean,false
LC002365,Uttar Pradesh,Aligarh,Labour Court,criminal,Murder,2020-10-01,2020-11-25,2021-10-25,2021-11-04,399,6,13,30,8,0.906,0.3,2,0.523,8,1976,4,true,0.124,4,0.207,Plaintiff Won,Summary Judgment,clean,false
LC002366,Tamil Nadu,Thanjavur,Consumer Forum,criminal,Cheating,2013-06-06,2013-07-16,2014-04-03,2014-05-10,338,0,7,48,8,0.486,0.713,11,0.349,20,1149,4,false,0.27,4,0.382,Plaintiff Won,Default Judgment,clean,false
LC002367,Assam,Dibrugarh,Consumer Forum,civil,Consumer Complaint,2016-04-20,2016-06-30,2017-06-03,2017-07-15,451,8,15,30,5,0.518,0.662,19,0.599,20,1800,3,true,0.496,9,0.325,Defendant Won,Trial,clean,false
LC002368,Odisha,Sambalpur,District Court,criminal,Drug Trafficking,2015-10-24,2015-12-06,2017-08-25,2017-10-03,710,3,7,101,4,0.516,0.148,14,0.553,23,2122,3,true,0.506,81,0.395,Partially Allowed,Default Judgment,clean,false
LC002369,Gujarat,Anand,Sessions Court,civil,Property Dispute,2016-09-01,2016-09-19,2018-04-21,2018-06-14,651,6,10,65,6,0.589,0.403,17,0.532,9,3049,3,false,0.394,9,0.297,Defendant Won,Trial,clean,false
LC002370,Uttar Pradesh,Kanpur Nagar,Sessions Court,criminal,Cybercrime,2022-04-04,2022-06-13,2024-08-13,2024-08-25,874,7,12,72,5,0.471,0.105,18,0.403,18,2440,4,true,0.766,50,0.292,Plaintiff Won,Summary Judgment,clean,true
LC002371,Bihar,Purnia,Sessions Court,criminal,Theft,2010-07-29,2010-08-22,2012-03-02,2012-03-04,584,5,6,97,2,0.659,0.24,24,0.525,24,3529,3,true,0.242,21,0.179,Dismissed,Trial,clean,false
LC002372,West Bengal,Malda,Consumer Forum,civil,Contract Breach,2019-01-09,2019-02-18,2021-01-05,2021-02-13,766,7,13,58,6,0.806,0.455,6,0.606,9,4194,5,false,0.351,20,0.389,Partially Allowed,Default Judgment,clean,false
LC002373,Chhattisgarh,Raigarh,Family Court,civil,Contract Breach,2020-05-07,2020-05-31,2020-12-29,2021-02-14,283,4,5,56,4,0.179,0.117,12,0.822,27,811,4,false,0.362,13,0.194,Plaintiff Won,Dismissed on Merit,clean,false
LC002374,Madhya Pradesh,Indore,Labour Court,civil,Succession,2015-04-07,2015-06-25,2015-08-28,2015-10-23,199,6,14,15,8,0.582,0.338,19,0.487,2,1901,2,false,0.302,32,0.423,Settled,Settlement,clean,false
LC002375,Odisha,Cuttack,Magistrate Court,civil,Property Dispute,2011-09-08,2011-10-22,2012-07-20,2012-09-06,364,7,13,28,7,0.516,0.572,8,0.794,23,2800,2,true,0.424,9,0.481,Settled,Settlement,clean,false
LC002376,Himachal Pradesh,Una,High Court,civil,Property Dispute,2015-02-07,2015-04-04,2016-05-15,2016-06-09,488,8,13,37,3,0.268,0.194,5,0.721,16,3374,2,false,0.071,97,0.216,Defendant Won,Summary Judgment,clean,false
LC002377,Telangana,Nizamabad,District Court,civil,Defamation,2012-01-26,2012-02-25,2013-05-24,2013-07-01,522,2,9,58,6,0.43,0.441,1,0.714,17,1885,3,true,0.376,1,0.151,Plaintiff Won,Trial,clean,false
LC002378,Maharashtra,Solapur,Sessions Court,civil,Consumer Complaint,2021-05-31,2021-06-22,2022-10-03,2022-10-15,502,8,11,45,3,0.243,0.51,1,0.691,25,2178,2,false,0.521,4,0.433,Partially Allowed,Dismissed on Merit,clean,false
LC002379,Gujarat,Surat,Labour Court,criminal,Murder,2018-07-08,2018-08-12,2019-11-16,2020-01-08,549,2,3,120,2,0.661,0.562,11,0.65,7,3389,3,false,0.054,7,0.058,Plaintiff Won,Summary Judgment,clean,false
LC002380,Rajasthan,Sikar,Sessions Court,criminal,Drug Trafficking,2013-11-01,2013-11-17,2014-03-02,2014-03-25,144,5,7,20,6,0.688,0.465,4,0.643,12,1371,2,true,0.464,26,0.353,Withdrawn,Settlement,clean,false
LC002381,Uttarakhand,Pauri Garhwal,Civil Court,civil,Injunction,2019-02-23,2019-03-13,2019-11-11,2019-12-28,308,4,6,51,6,0.261,0.34,9,0.253,7,2214,4,false,0.066,101,0.064,Plaintiff Won,Summary Judgment,clean,false
LC002382,West Bengal,Hooghly,District Court,civil,Consumer Complaint,2010-01-31,2010-04-24,2011-04-16,2011-06-07,492,7,15,32,7,0.878,0.274,7,0.5,2,2631,2,true,0.474,55,0.363,Settled,Mediation,clean,false
LC002383,Sikkim,West Sikkim,Civil Court,civil,Defamation,2020-06-27,2020-09-24,2021-12-14,2021-12-21,542,7,10,54,2,0.362,0.453,9,0.579,11,2523,2,false,0.551,4,0.308,Partially Allowed,Trial,clean,false
LC002384,West Bengal,Howrah,Consumer Forum,civil,Easement,2010-01-27,2010-04-12,2010-09-20,2010-11-05,282,4,7,40,5,0.126,0.258,13,0.326,7,2304,5,false,0.201,12,0.204,Partially Allowed,Summary Judgment,clean,false
LC002385,Odisha,Khordha,Magistrate Court,civil,Consumer Complaint,2014-12-26,2015-03-09,2015-10-02,2015-11-23,332,5,8,41,5,0.727,0.802,3,0.425,23,1784,5,false,0.103,0,0.18,Dismissed,Trial,clean,false
LC002386,Rajasthan,Jaipur,Labour Court,criminal,Dowry Harassment,2019-11-09,2020-01-09,2020-12-27,2021-02-21,470,6,9,52,2,0.892,0.435,9,0.704,13,1814,3,false,0.446,3,0.4,Defendant Won,Trial,clean,false
LC002387,Jammu and Kashmir,Rajouri,Civil Court,criminal,Assault,2013-02-12,2013-04-28,2014-05-25,2014-07-05,508,8,15,33,8,0.269,0.559,7,0.528,2,2759,2,false,0.511,10,0.304,Plaintiff Won,Default Judgment,clean,false
LC002388,Madhya Pradesh,Ratlam,Civil Court,criminal,Cybercrime,2021-09-08,2021-10-03,2022-02-17,2022-03-09,182,6,7,26,7,0.162,0.555,15,0.7,20,2000,2,true,0.276,5,0.324,Settled,Lok Adalat,clean,false
LC002389,Karnataka,Belagavi,District Court,criminal,Murder,2020-10-02,2020-12-13,2022-05-26,2022-06-17,623,8,9,69,4,0.449,0.378,1,0.258,20,3097,3,true,0.399,16,0.514,Partially Allowed,Trial,clean,false
LC002390,Assam,Cachar,High Court,civil,Mortgage,2016-07-08,2016-09-30,2018-02-19,2018-03-29,629,9,12,52,3,0.432,0.731,1,0.203,6,4135,2,true,0.726,0,0.375,Defendant Won,Default Judgment,clean,true
LC002391,Maharashtra,Amravati,Magistrate Court,criminal,Cybercrime,2014-07-06,2014-10-04,2015-10-06,2015-10-07,458,9,15,30,7,0.776,0.123,14,0.691,2,2068,3,true,0.576,16,0.423,Defendant Won,Trial,clean,false
LC002392,Lakshadweep,Lakshadweep,Labour Court,civil,Partition,2018-07-12,2018-08-26,2020-02-11,2020-02-12,580,6,10,58,8,0.713,0.424,12,0.572,2,2301,3,false,0.237,1,0.27,Dismissed,Default Judgment,clean,false
LC002393,Uttar Pradesh,Prayagraj,Magistrate Court,civil,Contract Breach,2020-05-22,2020-07-20,2021-05-21,2021-07-18,422,6,8,52,2,0.626,0.549,15,0.595,23,2659,2,true,0.435,14,0.275,Withdrawn,Settlement,clean,false
LC002394,Lakshadweep,Lakshadweep,Labour Court,criminal,Robbery,2020-12-11,2021-03-03,2021-11-23,2021-11-24,348,2,4,87,2,0.746,0.099,2,0.491,15,1126,2,false,0.122,4,0.244,Dismissed,Summary Judgment,clean,false
LC002395,Chandigarh,Chandigarh,Sessions Court,civil,Succession,2018-03-22,2018-05-15,2019-05-29,2019-06-20,455,5,10,45,3,0.645,0.252,17,0.715,8,1313,2,true,0.235,8,0.16,Plaintiff Won,Default Judgment,clean,false
LC002396,West Bengal,Kolkata,District Court,civil,Contract Breach,2018-01-29,2018-04-18,2020-02-10,2020-04-10,802,8,16,50,2,0.182,0.171,16,0.735,2,2762,4,true,0.547,15,0.327,Dismissed,Summary Judgment,clean,false
LC002397,Goa,North Goa,District Court,criminal,Cybercrime,2017-03-25,2017-05-10,2017-09-09,2017-09-23,182,6,10,18,6,0.451,0.602,2,0.588,27,1580,2,false,0.482,12,0.233,Settled,Lok Adalat,clean,false
LC002398,Chhattisgarh,Jagdalpur,District Court,civil,Consumer Complaint,2018-10-15,2019-01-04,2019-12-20,2020-02-01,474,3,5,94,8,0.955,0.634,12,0.465,2,2311,3,true,0.228,9,0.3,Partially Allowed,Trial,clean,false
LC002399,Andhra Pradesh,Srikakulam,Civil Court,criminal,Drug Trafficking,2011-11-08,2012-01-22,2012-11-03,2012-11-27,385,9,10,38,6,0.858,0.665,8,0.529,9,2101,2,true,0.567,12,0.369,Plaintiff Won,Default Judgment,clean,false
LC002400,Karnataka,Davanagere,Family Court,civil,Contract Breach,2015-10-07,2015-12-22,2017-05-12,2017-07-09,641,4,9,71,4,0.732,0.601,2,0.357,16,2909,3,false,0.304,6,0.285,Dismissed,Default Judgment,clean,false
LC002401,Punjab,Patiala,High Court,civil,Matrimonial,2013-02-15,2013-04-01,2014-10-26,2014-11-08,631,6,9,70,5,0.753,0.234,18,0.909,17,1576,2,true,0.571,35,0.444,Plaintiff Won,Default Judgment,clean,false
LC002402,Kerala,Thiruvananthapuram,Family Court,criminal,Robbery,2021-10-06,2021-11-30,2022-03-16,2022-04-19,195,3,6,32,3,0.022,0.475,8,0.652,25,1711,5,false,0.208,9,0.356,Dismissed,Default Judgment,clean,false
LC002403,West Bengal,Howrah,Civil Court,criminal,Fraud,2017-08-15,2017-09-27,2018-10-22,2018-11-07,449,5,13,34,5,0.3,0.278,7,0.591,4,2472,3,false,0.783,1,0.363,Partially Allowed,Summary Judgment,clean,false
LC002404,Bihar,Patna,Civil Court,criminal,Theft,2010-04-16,2010-05-24,2011-07-31,2011-08-22,493,8,9,54,5,0.188,0.289,31,0.645,31,2849,5,true,0.27,19,0.233,Defendant Won,Default Judgment,clean,false
LC002405,Uttar Pradesh,Ghaziabad,Civil Court,criminal,Dowry Harassment,2018-03-16,2018-06-03,2019-04-12,2019-05-25,435,14,22,19,4,0.531,0.793,1,0.572,20,4535,3,false,0.834,3,0.447,Settled,Mediation,clean,false
LC002406,Jharkhand,Ranchi,Civil Court,criminal,Cheating,2014-07-10,2014-08-14,2015-11-09,2015-12-17,525,10,12,43,4,0.268,0.416,1,0.705,8,4975,2,false,0.548,5,0.339,Appeal Pending,Trial,clean,false
LC002407,Tripura,Unakoti,Sessions Court,criminal,Kidnapping,2015-01-27,2015-04-09,2015-07-18,2015-09-08,224,4,8,28,2,0.811,0.289,19,0.803,15,2122,2,false,0.462,2,0.408,Partially Allowed,Default Judgment,clean,false
LC002408,Maharashtra,Mumbai City,Consumer Forum,criminal,Cybercrime,2012-03-02,2012-05-11,2013-03-29,2013-05-03,427,5,9,47,4,0.664,0.325,18,0.391,18,2761,6,true,0.252,20,0.162,Dismissed,Summary Judgment,clean,false
LC002409,Delhi,Central Delhi,Magistrate Court,criminal,Theft,2013-09-28,2013-10-24,2015-01-09,2015-01-11,470,6,8,58,4,0.763,0.38,1,0.811,20,2526,5,false,0.427,7,0.264,Plaintiff Won,Trial,clean,false
LC002410,Uttar Pradesh,Bareilly,Magistrate Court,criminal,Cybercrime,2016-08-30,2016-11-25,2017-08-05,2017-08-06,341,10,17,20,3,0.502,0.523,2,0.619,25,3626,3,false,0.249,5,0.16,Settled,Lok Adalat,clean,false
LC002411,Andhra Pradesh,Kadapa,Civil Court,civil,Partition,2016-01-30,2016-02-19,2017-06-10,2017-06-11,498,0,2,120,7,0.459,0.11,6,0.632,3,1179,3,false,0.113,4,0.255,Plaintiff Won,Dismissed on Merit,clean,false
LC002412,Jammu and Kashmir,Baramulla,District Court,criminal,Cybercrime,2010-11-07,2010-11-25,2011-10-06,2011-10-30,357,4,11,32,4,0.741,0.476,15,0.586,12,2667,2,true,0.375,17,0.213,Settled,Settlement,clean,false
LC002413,Arunachal Pradesh,Itanagar,Sessions Court,civil,Contract Breach,2021-05-28,2021-08-25,2021-12-11,2022-01-10,227,4,7,32,8,0.294,0.334,1,0.593,23,2325,2,false,0.141,77,0.313,Settled,Settlement,clean,false
LC002414,Karnataka,Mysuru,Magistrate Court,criminal,Fraud,2019-11-24,2020-01-24,2021-05-24,2021-05-28,551,6,11,50,7,0.021,0.624,18,0.849,10,3308,2,true,0.546,8,0.312,Defendant Won,Summary Judgment,clean,false
LC002415,Himachal Pradesh,Kullu,Consumer Forum,criminal,Fraud,2022-03-06,2022-03-22,2023-06-08,2023-08-04,516,4,8,64,5,0.509,0.16,17,0.385,17,3225,2,false,0.208,6,0.116,Defendant Won,Dismissed on Merit,clean,false
LC002416,Tamil Nadu,Erode,Consumer Forum,criminal,Theft,2011-06-11,2011-08-07,2012-07-23,2012-08-17,433,8,10,43,7,0.566,0.578,8,0.682,17,3199,4,true,0.461,13,0.278,Partially Allowed,Default Judgment,clean,false
LC002417,Kerala,Kollam,Labour Court,criminal,Cheating,2018-07-13,2018-09-27,2020-01-21,2020-02-19,586,4,12,48,8,0.176,0.573,14,0.504,25,2529,2,true,0.033,9,0.094,Dismissed,Default Judgment,clean,false
LC002418,Rajasthan,Ajmer,Labour Court,criminal,Assault,2017-12-27,2018-01-27,2018-11-29,2019-01-06,375,8,9,41,6,0.394,0.188,13,0.316,27,2723,3,false,0.262,16,0.286,Defendant Won,Default Judgment,clean,false
LC002419,Andaman and Nicobar Islands,South Andaman,Consumer Forum,civil,Defamation,2019-08-21,2019-10-03,2020-02-01,2020-03-24,216,0,6,36,5,0.251,0.363,9,0.388,9,1000,3,true,0.17,30,0.226,Settled,Lok Adalat,clean,false
LC002420,Bihar,Sitamarhi,District Court,criminal,Cheating,2017-07-25,2017-10-08,2018-07-13,2018-07-19,359,8,11,32,5,0.678,0.213,12,0.76,14,1587,2,true,0.376,2,0.098,Settled,Mediation,clean,false
LC002421,Maharashtra,Pune,Sessions Court,civil,Defamation,2021-01-04,2021-03-14,2022-07-29,2022-09-27,631,8,10,63,5,0.401,0.055,7,0.713,13,1923,3,true,0.669,1,0.369,Partially Allowed,Default Judgment,clean,false
LC002422,Madhya Pradesh,Jabalpur,Magistrate Court,civil,Mortgage,2010-02-28,2010-04-25,2011-01-19,2011-02-17,354,4,8,44,7,0.286,0.365,9,0.546,20,1479,3,true,0.346,0,0.313,Plaintiff Won,Summary Judgment,clean,false
LC002423,Maharashtra,Nashik,Sessions Court,civil,Contract Breach,2019-09-05,2019-11-04,2020-06-14,2020-07-01,300,8,9,33,2,0.603,0.454,4,0.218,14,2672,4,true,0.793,9,0.369,Settled,Mediation,clean,false
LC002424,Delhi,South Delhi,Consumer Forum,civil,Injunction,2018-05-03,2018-07-25,2020-02-05,2020-03-11,678,6,9,75,7,0.555,0.539,6,0.692,22,2378,6,true,0.569,3,0.374,Plaintiff Won,Trial,clean,false
LC002425,Bihar,Ara,Sessions Court,criminal,Drug Trafficking,2017-04-23,2017-07-15,2018-06-23,2018-07-25,458,3,10,45,5,0.513,0.552,7,0.666,11,2612,6,false,0.069,6,0.158,Plaintiff Won,Default Judgment,clean,true
LC002426,Tamil Nadu,Thanjavur,Magistrate Court,criminal,Murder,2013-06-11,2013-06-30,2015-01-07,2015-02-04,603,5,7,86,2,0.299,0.104,9,0.36,12,2025,2,false,0.417,1,0.248,Defendant Won,Dismissed on Merit,clean,false
LC002427,Telangana,Medchal-Malkajgiri,Labour Court,criminal,Kidnapping,2021-02-15,2021-03-23,2022-05-15,2022-07-03,503,6,13,38,7,0.299,0.433,13,0.298,17,3137,2,false,0.49,42,0.226,Dismissed,Dismissed on Merit,clean,false
LC002428,Puducherry,Puducherry,Sessions Court,civil,Partition,2018-12-25,2019-02-06,2019-06-26,2019-08-15,233,4,8,29,8,0.356,0.166,4,0.421,19,1438,2,true,0.535,0,0.253,Withdrawn,Settlement,clean,false
LC002429,Meghalaya,East Khasi Hills,District Court,criminal,Fraud,2011-09-10,2011-11-28,2012-08-19,2012-08-25,350,8,9,38,4,0.571,0.773,5,0.592,16,2859,5,false,0.591,8,0.39,Settled,Settlement,clean,false
LC002430,Tamil Nadu,Salem,Sessions Court,civil,Contract Breach,2015-08-22,2015-11-17,2016-07-31,2016-08-22,366,4,6,61,2,0.85,0.45,12,0.641,23,1462,3,false,0.123,3,0.288,Plaintiff Won,Dismissed on Merit,clean,false
LC002431,Uttar Pradesh,Noida,Consumer Forum,civil,Contract Breach,2016-11-10,2017-01-22,2018-05-17,2018-07-01,598,7,8,74,8,0.216,0.441,26,0.227,21,2919,3,true,0.53,36,0.452,Appeal Pending,Dismissed on Merit,clean,false
LC002432,Uttar Pradesh,Bareilly,Consumer Forum,criminal,Robbery,2020-10-12,2020-12-04,2021-08-16,2021-09-25,348,9,13,26,8,0.524,0.499,16,0.415,30,3393,3,true,0.253,7,0.208,Settled,Settlement,clean,false
LC002433,Maharashtra,Pune,Civil Court,criminal,Theft,2014-01-31,2014-04-08,2015-08-13,2015-09-06,583,5,8,72,5,0.224,0.562,20,0.463,22,2648,2,true,0.24,9,0.312,Defendant Won,Summary Judgment,clean,false
LC002434,Andhra Pradesh,West Godavari,Labour Court,criminal,Robbery,2018-12-13,2019-02-09,2020-11-23,2021-01-18,767,4,7,109,5,0.476,0.244,17,0.419,14,1709,4,true,0.147,10,0.342,Plaintiff Won,Trial,clean,false
LC002435,Uttar Pradesh,Agra,Sessions Court,civil,Contract Breach,2011-05-28,2011-07-29,2012-04-09,2012-05-02,340,4,6,56,8,0.473,0.61,20,0.422,7,2227,3,true,0.064,6,0.262,Plaintiff Won,Trial,clean,false
LC002436,Kerala,Ernakulam,Sessions Court,civil,Partition,2020-06-12,2020-08-23,2022-01-04,2022-02-12,610,4,6,101,8,0.5,0.064,13,0.683,22,3887,2,false,0.266,2,0.205,Plaintiff Won,Default Judgment,noisy,false
LC002437,Bihar,Purnia,Labour Court,civil,Injunction,2021-05-26,2021-06-18,2022-10-29,2022-12-25,578,8,11,52,8,0.464,0.757,20,0.681,4,2456,2,true,0.587,14,0.414,Dismissed,Summary Judgment,clean,false
LC002438,Bihar,Purnia,Consumer Forum,civil,Property Dispute,2013-07-02,2013-09-06,2014-06-09,2014-07-20,383,4,7,54,8,0.446,0.35,4,0.464,5,1145,2,true,0.271,71,0.385,Defendant Won,Default Judgment,clean,false
LC002439,Madhya Pradesh,Ratlam,Magistrate Court,criminal,Cybercrime,2022-06-03,2022-06-28,2023-06-24,2023-07-09,401,8,13,30,4,0.335,0.259,11,0.542,4,3143,2,false,0.215,17,0.267,Appeal Pending,Trial,clean,false
LC002440,Punjab,Patiala,High Court,criminal,Murder,2020-06-12,2020-09-08,2020-12-31,2021-02-16,249,5,7,35,2,0.109,0.181,11,0.415,15,2318,2,false,0.483,20,0.261,Partially Allowed,Trial,clean,false
LC002441,West Bengal,South 24 Parganas,Labour Court,criminal,Murder,2012-02-28,2012-04-22,2013-01-28,2013-02-05,343,4,8,42,4,0.536,0.506,16,0.227,4,2675,4,false,0.299,8,0.228,Defendant Won,Summary Judgment,noisy,false
LC002442,Rajasthan,Jodhpur,Civil Court,criminal,Assault,2010-01-23,2010-02-11,2011-06-20,2011-07-16,539,8,11,49,2,0.761,0.117,10,0.74,9,1807,2,false,0.452,12,0.305,Partially Allowed,Dismissed on Merit,clean,false
LC002443,Punjab,Ludhiana,Consumer Forum,civil,Mortgage,2015-05-12,2015-06-25,2018-06-22,2018-06-27,1142,3,5,120,6,0.884,0.269,11,0.458,18,3805,5,true,0.294,28,0.284,Plaintiff Won,Trial,clean,false
LC002444,Karnataka,Hubballi-Dharwad,Consumer Forum,criminal,Fraud,2020-03-02,2020-05-26,2021-02-24,2021-04-10,404,6,13,31,4,0.178,0.283,9,0.56,15,2162,2,false,0.518,14,0.443,Plaintiff Won,Trial,clean,false
LC002445,Karnataka,Hubballi-Dharwad,Civil Court,criminal,Cybercrime,2021-12-09,2021-12-24,2022-06-17,2022-07-15,218,7,13,16,6,0.508,0.528,10,0.496,16,1740,3,false,0.452,1,0.512,Withdrawn,Settlement,clean,false
LC002446,Telangana,Khammam,Magistrate Court,civil,Defamation,2021-12-27,2022-03-14,2024-05-26,2024-06-27,913,11,19,48,6,0.759,0.257,16,0.494,19,3411,4,true,0.901,7,0.321,Defendant Won,Dismissed on Merit,clean,false
LC002447,Himachal Pradesh,Kullu,District Court,criminal,Theft,2017-12-27,2018-02-24,2019-07-20,2019-08-05,586,11,17,34,2,0.61,0.652,22,0.543,22,3405,3,true,0.43,3,0.367,Dismissed,Default Judgment,clean,false
