case_id,state,district,case_type,ipc_section,bailable,judge_seniority,pleading_complexity,pleading_sentiment,filing_date,disposal_date,judge_id,adjournment_count,backlog_size,outcome,duration_days
CAS-11696,Maharashtra,Maharashtra_District_5,Property,NA,0,2,0.77,0.53,2021-12-10,2029-07-17,JDG-3,14,1185,Allowed,2776
CAS-11697,Delhi,Delhi_District_4,Criminal,498A,1,24,0.13,0.06,2020-09-09,2030-03-11,JDG-39,16,5976,Allowed,3470
CAS-11698,Karnataka,Karnataka_District_2,Property,NA,0,12,0.62,0.18,2019-12-16,2026-07-28,JDG-13,12,1026,Allowed,2416
CAS-11699,Maharashtra,Maharashtra_District_7,Criminal,498A,1,20,0.73,-0.01,2021-02-05,2028-05-16,JDG-22,3,3050,Allowed,2657
CAS-11700,Delhi,Delhi_District_5,Commercial,NA,0,10,0.97,0.5,2022-01-20,2031-11-02,JDG-10,19,5042,Dismissed,3573
CAS-11701,Delhi,Delhi_District_7,Property,NA,0,16,0.67,-0.7,2021-05-08,2032-05-02,JDG-16,23,4711,Dismissed,4012
CAS-11702,Tamil Nadu,Tamil Nadu_District_1,Criminal,420,0,15,0.43,-0.51,2020-05-18,2029-03-17,JDG-12,8,3936,Allowed,3225
CAS-11703,Tamil Nadu,Tamil Nadu_District_4,Commercial,NA,0,21,0.31,0.35,2020-01-29,2024-05-11,JDG-18,9,501,Allowed,1564
CAS-11704,Tamil Nadu,Tamil Nadu_District_5,Family,NA,0,6,0.89,0.51,2020-12-21,2030-11-12,JDG-15,18,5553,Allowed,3613
CAS-11705,Tamil Nadu,Tamil Nadu_District_3,Criminal,498A,1,2,0.46,0.35,2020-06-02,2031-04-20,JDG-2,23,3903,Settled,3974
CAS-11706,Maharashtra,Maharashtra_District_2,Family,NA,0,8,0.91,-0.16,2021-09-26,2029-11-07,JDG-6,11,4272,Settled,2964
CAS-11707,Maharashtra,Maharashtra_District_8,Commercial,NA,0,19,0.54,-0.5,2021-05-18,2027-04-13,JDG-16,24,643,Dismissed,2156
CAS-11708,Uttar Pradesh,Uttar Pradesh_District_1,Commercial,NA,0,11,0.12,0.35,2021-04-16,2028-01-06,JDG-9,22,1336,Settled,2456
CAS-11709,Karnataka,Karnataka_District_1,Criminal,376,1,6,0.51,-0.06,2019-12-23,2027-03-17,JDG-48,14,1913,Dismissed,2641
CAS-11710,Maharashtra,Maharashtra_District_5,Criminal,323,0,22,0.27,0.47,2021-08-13,2026-01-17,JDG-26,3,727,Settled,1618
CAS-11711,Karnataka,Karnataka_District_4,Criminal,420,0,22,0.21,-0.65,2021-09-14,2032-05-11,JDG-22,19,5519,Allowed,3892
CAS-11712,Maharashtra,Maharashtra_District_2,Property,NA,0,18,0.3,0.48,2022-11-10,2029-10-19,JDG-21,8,2502,Dismissed,2535
CAS-11713,Uttar Pradesh,Uttar Pradesh_District_6,Civil,NA,0,3,0.49,-0.62,2021-09-11,2032-03-22,JDG-23,21,5337,Allowed,3845
CAS-11714,Karnataka,Karnataka_District_2,Commercial,NA,0,11,0.7,-0.33,2022-10-19,2030-12-17,JDG-8,4,5196,Settled,2981
CAS-11715,Karnataka,Karnataka_District_3,Commercial,NA,0,24,0.17,0.67,2021-06-06,2026-01-24,JDG-32,17,938,Allowed,1693
CAS-11716,Tamil Nadu,Tamil Nadu_District_4,Criminal,420,1,19,0.88,0.37,2019-04-17,2026-07-25,JDG-28,15,2073,Allowed,2656
CAS-11717,Karnataka,Karnataka_District_3,Civil,NA,0,19,0.53,-0.03,2021-09-22,2031-05-06,JDG-23,17,5043,Allowed,3513
CAS-11718,Maharashtra,Maharashtra_District_8,Property,NA,0,24,0.24,0.07,2022-09-26,2031-02-03,JDG-25,9,4781,Settled,3052
CAS-11719,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,17,0.23,-0.58,2021-01-20,2027-03-13,JDG-19,9,2878,Allowed,2243
CAS-11720,Uttar Pradesh,Uttar Pradesh_District_8,Criminal,323,0,4,0.12,-0.22,2020-05-29,2029-12-24,JDG-1,22,3265,Dismissed,3496
CAS-11721,Tamil Nadu,Tamil Nadu_District_6,Criminal,420,0,10,0.37,-0.07,2022-08-29,2033-02-07,JDG-40,23,3836,Allowed,3815
CAS-11722,Tamil Nadu,Tamil Nadu_District_2,Family,NA,0,5,0.34,0.02,2021-10-20,2026-03-24,JDG-17,2,1221,Allowed,1616
CAS-11723,Delhi,Delhi_District_9,Criminal,376,1,9,0.18,-0.64,2021-01-25,2032-04-29,JDG-30,17,5624,Settled,4112
CAS-11724,Delhi,Delhi_District_2,Property,NA,0,12,0.59,0.69,2022-01-12,2031-05-10,JDG-34,19,3679,Dismissed,3405
CAS-11725,Tamil Nadu,Tamil Nadu_District_1,Commercial,NA,0,3,0.96,0.65,2021-08-12,2028-12-19,JDG-49,5,3228,Settled,2686
CAS-11726,Maharashtra,Maharashtra_District_4,Civil,NA,0,9,0.22,0.56,2020-08-30,2028-11-02,JDG-22,16,2488,Dismissed,2986
CAS-11727,Uttar Pradesh,Uttar Pradesh_District_6,Criminal,376,0,6,0.54,0.57,2020-03-07,2030-02-12,JDG-18,6,5178,Dismissed,3629
CAS-11728,Delhi,Delhi_District_5,Family,NA,0,12,0.42,-0.55,2021-10-25,2029-12-19,JDG-14,23,2726,Dismissed,2977
CAS-11729,Tamil Nadu,Tamil Nadu_District_4,Family,NA,0,10,0.83,0.29,2022-07-27,2029-01-01,JDG-4,5,3142,Settled,2350
CAS-11730,Maharashtra,Maharashtra_District_1,Family,NA,0,20,0.51,0.46,2019-04-09,2025-03-23,JDG-18,15,2301,Settled,2175
CAS-11731,Uttar Pradesh,Uttar Pradesh_District_5,Property,NA,0,23,0.69,0.09,2021-02-23,2029-05-09,JDG-41,23,1635,Settled,2997
CAS-11732,Delhi,Delhi_District_9,Property,NA,0,8,0.86,-0.75,2022-04-24,2029-11-06,JDG-35,5,2563,Settled,2753
CAS-11733,Maharashtra,Maharashtra_District_2,Criminal,420,0,13,0.76,-0.07,2019-06-12,2028-10-03,JDG-27,13,3582,Settled,3401
CAS-11734,Karnataka,Karnataka_District_1,Civil,NA,0,14,0.12,0.17,2020-01-19,2027-09-13,JDG-13,14,3465,Allowed,2794
CAS-11735,Delhi,Delhi_District_5,Property,NA,0,7,0.54,-0.05,2022-01-22,2029-11-04,JDG-20,13,2527,Allowed,2843
CAS-11736,Uttar Pradesh,Uttar Pradesh_District_6,Property,NA,0,10,0.68,-0.07,2019-10-20,2031-07-07,JDG-27,19,5757,Dismissed,4278
CAS-11737,Uttar Pradesh,Uttar Pradesh_District_5,Criminal,420,1,2,0.17,0.35,2019-03-30,2029-11-09,JDG-38,17,5306,Allowed,3877
CAS-11738,Maharashtra,Maharashtra_District_1,Criminal,302,1,7,0.93,-0.67,2019-08-05,2026-02-02,JDG-1,19,765,Allowed,2373
CAS-11739,Maharashtra,Maharashtra_District_5,Family,NA,0,18,0.58,0.02,2022-03-22,2028-01-28,JDG-42,21,1395,Settled,2138
CAS-11740,Maharashtra,Maharashtra_District_5,Civil,NA,0,21,0.61,0.11,2020-11-28,2027-10-01,JDG-33,4,4053,Dismissed,2498
CAS-11741,Uttar Pradesh,Uttar Pradesh_District_5,Criminal,420,0,21,0.96,0.32,2021-07-24,2032-04-16,JDG-28,18,4848,Settled,3919
CAS-11742,Delhi,Delhi_District_9,Criminal,323,1,7,0.16,0.16,2021-07-20,2031-02-08,JDG-10,8,5522,Allowed,3490
CAS-11743,Uttar Pradesh,Uttar Pradesh_District_8,Commercial,NA,0,9,0.62,0.16,2020-03-22,2025-10-28,JDG-15,14,1146,Settled,2046
CAS-11744,Karnataka,Karnataka_District_4,Family,NA,0,5,0.41,-0.28,2020-10-11,2025-10-28,JDG-39,12,821,Settled,1843
CAS-11745,Uttar Pradesh,Uttar Pradesh_District_7,Property,NA,0,7,0.23,0.07,2021-12-12,2029-07-08,JDG-47,14,1908,Settled,2765
CAS-11746,Karnataka,Karnataka_District_9,Property,NA,0,24,0.56,0.33,2021-05-14,2029-10-12,JDG-28,23,2583,Allowed,3073
CAS-11747,Karnataka,Karnataka_District_1,Civil,NA,0,23,0.99,-0.38,2021-04-07,2030-10-09,JDG-5,9,5343,Settled,3472
CAS-11748,Uttar Pradesh,Uttar Pradesh_District_1,Commercial,NA,0,10,0.43,0.2,2022-06-25,2030-01-16,JDG-19,17,2815,Allowed,2762
CAS-11749,Tamil Nadu,Tamil Nadu_District_7,Commercial,NA,0,14,0.74,0.53,2020-02-05,2026-08-10,JDG-24,4,2850,Dismissed,2378
CAS-11750,Maharashtra,Maharashtra_District_3,Criminal,323,0,2,0.42,0.79,2021-01-13,2030-01-06,JDG-47,20,1832,Dismissed,3280
CAS-11751,Tamil Nadu,Tamil Nadu_District_1,Property,NA,0,17,0.91,-0.05,2022-05-22,2030-10-29,JDG-40,22,1815,Allowed,3082
CAS-11752,Karnataka,Karnataka_District_9,Commercial,NA,0,5,0.63,0.67,2019-01-02,2024-09-21,JDG-6,12,1315,Dismissed,2089
CAS-11753,Delhi,Delhi_District_1,Criminal,420,0,2,0.7,0.49,2021-04-25,2032-02-14,JDG-5,18,4171,Dismissed,3947
CAS-11754,Uttar Pradesh,Uttar Pradesh_District_1,Civil,NA,0,15,0.86,-0.43,2019-08-03,2029-11-02,JDG-35,18,4864,Settled,3744
CAS-11755,Maharashtra,Maharashtra_District_3,Family,NA,0,18,0.96,-0.22,2021-10-11,2031-04-03,JDG-27,17,4955,Settled,3461
CAS-11756,Delhi,Delhi_District_6,Civil,NA,0,23,0.3,-0.47,2021-08-07,2029-12-07,JDG-2,13,4037,Dismissed,3044
CAS-11757,Uttar Pradesh,Uttar Pradesh_District_8,Commercial,NA,0,13,0.65,0.2,2021-11-05,2029-08-05,JDG-17,18,3755,Dismissed,2830
CAS-11758,Tamil Nadu,Tamil Nadu_District_6,Criminal,323,1,15,0.24,-0.0,2023-02-07,2031-05-30,JDG-45,23,2082,Dismissed,3034
CAS-11759,Karnataka,Karnataka_District_4,Criminal,323,0,22,0.56,-0.15,2020-04-17,2028-01-28,JDG-10,8,3228,Allowed,2842
CAS-11760,Tamil Nadu,Tamil Nadu_District_6,Commercial,NA,0,4,0.27,-0.07,2021-06-13,2028-02-26,JDG-49,21,731,Dismissed,2449
CAS-11761,Delhi,Delhi_District_6,Family,NA,0,12,0.8,0.43,2022-03-30,2028-08-27,JDG-47,16,2149,Allowed,2342
CAS-11762,Uttar Pradesh,Uttar Pradesh_District_2,Criminal,376,0,11,0.63,0.18,2021-07-09,2030-09-20,JDG-21,14,3921,Settled,3360
CAS-11763,Delhi,Delhi_District_5,Property,NA,0,23,0.12,0.18,2022-03-17,2032-04-29,JDG-12,24,5768,Settled,3696
CAS-11764,Delhi,Delhi_District_4,Commercial,NA,0,16,0.95,0.1,2021-12-09,2032-08-18,JDG-23,18,5974,Dismissed,3905
CAS-11765,Maharashtra,Maharashtra_District_8,Criminal,323,1,3,0.22,0.55,2020-02-13,2025-12-07,JDG-24,2,1699,Dismissed,2124
CAS-11766,Tamil Nadu,Tamil Nadu_District_8,Property,NA,0,4,0.68,-0.21,2022-06-15,2029-10-24,JDG-49,6,3070,Dismissed,2688
CAS-11767,Maharashtra,Maharashtra_District_1,Criminal,420,1,14,0.58,-0.69,2019-08-01,2029-10-17,JDG-23,17,4652,Settled,3730
CAS-11768,Delhi,Delhi_District_3,Criminal,323,0,8,0.3,-0.72,2020-08-24,2028-02-15,JDG-28,5,2551,Dismissed,2731
CAS-11769,Tamil Nadu,Tamil Nadu_District_5,Criminal,498A,0,20,0.23,0.32,2020-08-14,2028-11-20,JDG-23,4,4536,Dismissed,3020
CAS-11770,Maharashtra,Maharashtra_District_1,Commercial,NA,0,9,0.82,-0.06,2022-06-07,2032-11-06,JDG-25,20,5296,Dismissed,3805
CAS-11771,Karnataka,Karnataka_District_5,Family,NA,0,2,0.13,-0.33,2020-12-15,2030-01-12,JDG-10,17,5334,Allowed,3315
CAS-11772,Tamil Nadu,Tamil Nadu_District_5,Civil,NA,0,9,0.27,0.18,2020-09-27,2029-03-09,JDG-23,13,4059,Settled,3085
CAS-11773,Delhi,Delhi_District_5,Civil,NA,0,11,0.46,-0.01,2020-08-01,2029-04-03,JDG-29,12,5105,Settled,3167
CAS-11774,Tamil Nadu,Tamil Nadu_District_1,Property,NA,0,8,0.9,-0.27,2022-01-11,2031-08-25,JDG-29,13,4876,Settled,3513
CAS-11775,Karnataka,Karnataka_District_7,Commercial,NA,0,8,0.85,0.13,2022-03-11,2031-05-27,JDG-36,12,5102,Settled,3364
CAS-11776,Delhi,Delhi_District_9,Commercial,NA,0,21,0.96,-0.06,2021-12-24,2029-08-28,JDG-24,5,4523,Allowed,2804
CAS-11777,Tamil Nadu,Tamil Nadu_District_3,Property,NA,0,9,0.18,-0.27,2022-05-20,2032-04-10,JDG-21,21,3743,Allowed,3613
CAS-11778,Tamil Nadu,Tamil Nadu_District_8,Property,NA,0,7,0.29,0.09,2021-08-11,2030-11-02,JDG-35,24,2941,Allowed,3370
CAS-11779,Tamil Nadu,Tamil Nadu_District_5,Property,NA,0,17,0.42,0.43,2022-06-21,2031-03-15,JDG-20,2,5872,Dismissed,3189
CAS-11780,Maharashtra,Maharashtra_District_3,Criminal,376,0,12,0.44,-0.71,2019-11-15,2030-08-02,JDG-41,18,5220,Allowed,3913
CAS-11781,Tamil Nadu,Tamil Nadu_District_4,Commercial,NA,0,9,0.45,-0.42,2019-11-16,2026-02-16,JDG-37,14,2440,Settled,2284
CAS-11782,Tamil Nadu,Tamil Nadu_District_4,Civil,NA,0,17,0.49,-0.02,2022-08-22,2031-04-21,JDG-47,20,3996,Dismissed,3164
CAS-11783,Uttar Pradesh,Uttar Pradesh_District_2,Family,NA,0,6,0.2,-0.3,2019-06-03,2028-05-16,JDG-49,20,4682,Settled,3270
CAS-11784,Karnataka,Karnataka_District_2,Commercial,NA,0,17,0.92,-0.06,2019-12-16,2026-08-07,JDG-21,7,3001,Settled,2426
CAS-11785,Tamil Nadu,Tamil Nadu_District_2,Family,NA,0,5,0.72,0.79,2022-07-21,2030-07-20,JDG-42,21,2680,Settled,2921
CAS-11786,Karnataka,Karnataka_District_1,Property,NA,0,9,0.77,0.6,2022-04-12,2031-07-16,JDG-8,13,3803,Allowed,3382
CAS-11787,Tamil Nadu,Tamil Nadu_District_5,Property,NA,0,14,0.15,-0.2,2019-03-07,2026-07-27,JDG-19,17,2175,Allowed,2699
CAS-11788,Uttar Pradesh,Uttar Pradesh_District_5,Property,NA,0,18,0.74,-0.78,2020-07-10,2027-10-10,JDG-46,14,1375,Dismissed,2648
CAS-11789,Uttar Pradesh,Uttar Pradesh_District_2,Family,NA,0,2,0.97,0.75,2019-10-18,2028-06-19,JDG-8,14,4279,Settled,3167
CAS-11790,Maharashtra,Maharashtra_District_4,Family,NA,0,7,0.84,0.47,2020-04-08,2029-05-04,JDG-21,8,5793,Settled,3313
CAS-11791,Uttar Pradesh,Uttar Pradesh_District_3,Family,NA,0,8,0.21,-0.06,2021-02-06,2025-09-07,JDG-47,2,1876,Dismissed,1674
CAS-11792,Uttar Pradesh,Uttar Pradesh_District_9,Property,NA,0,20,0.7,-0.08,2020-08-10,2029-10-07,JDG-35,5,5391,Settled,3345
CAS-11793,Uttar Pradesh,Uttar Pradesh_District_9,Criminal,376,1,19,0.62,0.3,2019-11-23,2027-11-12,JDG-21,14,3881,Allowed,2911
CAS-11794,Karnataka,Karnataka_District_1,Commercial,NA,0,13,0.87,-0.52,2022-04-03,2031-08-20,JDG-29,14,5008,Allowed,3426
CAS-11795,Tamil Nadu,Tamil Nadu_District_7,Civil,NA,0,5,0.34,-0.69,2020-01-15,2029-09-30,JDG-29,5,5781,Settled,3546
CAS-11796,Uttar Pradesh,Uttar Pradesh_District_6,Criminal,302,1,8,0.77,-0.26,2019-06-16,2028-08-07,JDG-17,13,3601,Dismissed,3340
CAS-11797,Karnataka,Karnataka_District_2,Criminal,323,1,13,0.49,0.35,2020-02-12,2026-04-25,JDG-25,8,1556,Dismissed,2264
CAS-11798,Uttar Pradesh,Uttar Pradesh_District_5,Property,NA,0,12,0.61,-0.6,2019-12-01,2026-06-28,JDG-6,3,2402,Settled,2401
CAS-11799,Karnataka,Karnataka_District_3,Civil,NA,0,4,0.41,-0.73,2022-05-10,2028-10-29,JDG-20,8,1533,Settled,2364
CAS-11800,Uttar Pradesh,Uttar Pradesh_District_2,Civil,NA,0,4,0.46,0.51,2020-12-28,2028-04-24,JDG-31,14,2185,Settled,2674
CAS-11801,Delhi,Delhi_District_7,Civil,NA,0,8,0.23,0.39,2019-08-31,2026-02-13,JDG-27,3,2599,Allowed,2358
CAS-11802,Delhi,Delhi_District_9,Criminal,420,1,6,0.53,-0.34,2022-11-16,2032-11-10,JDG-28,8,5669,Settled,3647
CAS-11803,Tamil Nadu,Tamil Nadu_District_9,Property,NA,0,13,0.39,0.48,2021-05-26,2029-02-22,JDG-45,4,3487,Settled,2829
CAS-11804,Maharashtra,Maharashtra_District_8,Commercial,NA,0,16,0.64,-0.53,2019-07-23,2025-10-09,JDG-35,5,2631,Settled,2270
CAS-11805,Maharashtra,Maharashtra_District_1,Commercial,NA,0,24,0.29,-0.19,2021-12-04,2030-10-16,JDG-24,23,4496,Dismissed,3238
CAS-11806,Maharashtra,Maharashtra_District_9,Commercial,NA,0,10,0.13,-0.32,2019-01-26,2026-08-29,JDG-19,12,4191,Settled,2772
CAS-11807,Uttar Pradesh,Uttar Pradesh_District_6,Commercial,NA,0,7,0.68,0.72,2021-01-30,2028-12-31,JDG-13,14,2545,Settled,2892
CAS-11808,Uttar Pradesh,Uttar Pradesh_District_8,Property,NA,0,21,0.92,0.17,2020-09-25,2029-10-09,JDG-14,14,4248,Settled,3301
CAS-11809,Maharashtra,Maharashtra_District_4,Criminal,420,0,21,0.53,-0.31,2020-09-14,2029-03-18,JDG-26,13,3405,Settled,3107
CAS-11810,Karnataka,Karnataka_District_5,Family,NA,0,21,0.3,0.74,2020-11-15,2026-06-24,JDG-37,11,2157,Dismissed,2047
CAS-11811,Karnataka,Karnataka_District_6,Criminal,302,0,22,0.3,-0.07,2019-05-09,2027-07-22,JDG-31,23,2403,Allowed,2996
CAS-11812,Delhi,Delhi_District_8,Family,NA,0,4,0.25,-0.7,2019-04-22,2026-02-12,JDG-2,20,2059,Dismissed,2488
CAS-11813,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,18,0.92,-0.45,2019-08-18,2028-10-19,JDG-32,23,4223,Allowed,3350
CAS-11814,Maharashtra,Maharashtra_District_1,Criminal,323,1,13,0.3,-0.17,2022-07-24,2030-05-26,JDG-34,22,1741,Dismissed,2863
CAS-11815,Tamil Nadu,Tamil Nadu_District_1,Property,NA,0,19,0.19,-0.22,2019-03-12,2024-01-13,JDG-25,2,1459,Allowed,1768
CAS-11816,Delhi,Delhi_District_9,Family,NA,0,12,0.91,0.01,2022-10-19,2030-12-21,JDG-4,14,4687,Settled,2985
CAS-11817,Uttar Pradesh,Uttar Pradesh_District_3,Commercial,NA,0,22,0.52,-0.0,2020-09-19,2030-04-15,JDG-28,21,5599,Settled,3495
CAS-11818,Karnataka,Karnataka_District_5,Commercial,NA,0,22,0.61,-0.63,2021-09-24,2029-12-27,JDG-9,3,5756,Allowed,3016
CAS-11819,Maharashtra,Maharashtra_District_6,Commercial,NA,0,21,0.62,-0.17,2021-04-06,2029-04-08,JDG-21,12,4640,Dismissed,2924
CAS-11820,Delhi,Delhi_District_2,Property,NA,0,14,0.21,-0.62,2020-08-03,2028-03-03,JDG-40,13,3112,Allowed,2769
CAS-11821,Tamil Nadu,Tamil Nadu_District_2,Family,NA,0,9,0.48,-0.48,2022-11-17,2029-07-06,JDG-17,5,4023,Settled,2423
CAS-11822,Tamil Nadu,Tamil Nadu_District_9,Property,NA,0,5,0.59,-0.06,2020-12-26,2028-12-02,JDG-45,19,1566,Allowed,2898
CAS-11823,Tamil Nadu,Tamil Nadu_District_9,Civil,NA,0,2,0.4,-0.06,2020-05-05,2030-08-25,JDG-19,21,3852,Dismissed,3764
CAS-11824,Uttar Pradesh,Uttar Pradesh_District_1,Commercial,NA,0,15,0.14,0.77,2021-07-16,2028-05-31,JDG-12,2,4434,Dismissed,2511
CAS-11825,Karnataka,Karnataka_District_8,Criminal,302,1,13,0.74,-0.36,2021-12-29,2031-09-22,JDG-22,22,3770,Settled,3554
CAS-11826,Delhi,Delhi_District_7,Commercial,NA,0,11,0.56,-0.02,2019-03-29,2026-04-07,JDG-12,4,3252,Settled,2566
CAS-11827,Karnataka,Karnataka_District_7,Family,NA,0,22,0.56,0.5,2021-06-18,2027-11-27,JDG-32,8,3584,Settled,2353
CAS-11828,Delhi,Delhi_District_7,Commercial,NA,0,18,0.88,0.2,2021-02-09,2026-06-22,JDG-13,14,713,Dismissed,1959
CAS-11829,Uttar Pradesh,Uttar Pradesh_District_9,Criminal,323,0,3,0.37,0.23,2019-02-21,2027-10-06,JDG-40,5,4453,Dismissed,3149
CAS-11830,Tamil Nadu,Tamil Nadu_District_5,Family,NA,0,4,0.31,-0.21,2020-07-09,2029-03-15,JDG-35,8,5942,Settled,3171
CAS-11831,Uttar Pradesh,Uttar Pradesh_District_7,Criminal,376,0,16,0.55,-0.07,2020-10-24,2032-05-15,JDG-47,24,5562,Settled,4221
CAS-11832,Tamil Nadu,Tamil Nadu_District_3,Commercial,NA,0,3,0.7,-0.36,2022-09-27,2031-02-13,JDG-2,22,2152,Dismissed,3061
CAS-11833,Tamil Nadu,Tamil Nadu_District_7,Civil,NA,0,13,0.76,-0.62,2019-10-13,2026-02-03,JDG-15,9,1497,Allowed,2305
CAS-11834,Karnataka,Karnataka_District_9,Criminal,498A,0,15,0.66,-0.03,2021-12-05,2030-01-22,JDG-40,15,2497,Dismissed,2970
CAS-11835,Delhi,Delhi_District_2,Family,NA,0,5,0.54,-0.41,2022-07-10,2029-08-25,JDG-31,4,4165,Settled,2603
CAS-11836,Uttar Pradesh,Uttar Pradesh_District_3,Property,NA,0,4,0.81,0.2,2020-08-01,2030-12-04,JDG-30,5,5760,Allowed,3777
CAS-11837,Tamil Nadu,Tamil Nadu_District_2,Criminal,302,0,2,0.59,0.18,2019-01-19,2030-10-19,JDG-46,18,5477,Settled,4291
CAS-11838,Maharashtra,Maharashtra_District_2,Family,NA,0,12,0.87,-0.45,2020-10-08,2028-09-01,JDG-45,7,4992,Settled,2885
CAS-11839,Uttar Pradesh,Uttar Pradesh_District_1,Commercial,NA,0,20,0.36,0.75,2019-12-22,2028-05-27,JDG-39,4,5831,Settled,3079
CAS-11840,Karnataka,Karnataka_District_3,Family,NA,0,16,0.56,-0.06,2022-02-25,2027-12-16,JDG-27,2,3698,Allowed,2120
CAS-11841,Maharashtra,Maharashtra_District_1,Criminal,376,0,2,0.14,-0.18,2021-07-09,2031-04-01,JDG-41,8,4495,Dismissed,3553
CAS-11842,Karnataka,Karnataka_District_1,Commercial,NA,0,3,0.97,0.5,2021-08-27,2028-05-11,JDG-7,18,902,Settled,2449
CAS-11843,Uttar Pradesh,Uttar Pradesh_District_3,Commercial,NA,0,3,0.36,-0.75,2022-09-03,2032-12-01,JDG-30,20,5532,Settled,3742
CAS-11844,Tamil Nadu,Tamil Nadu_District_2,Criminal,376,0,5,0.9,-0.07,2021-03-14,2031-09-25,JDG-31,17,4137,Settled,3847
CAS-11845,Tamil Nadu,Tamil Nadu_District_5,Civil,NA,0,20,0.92,-0.08,2019-09-16,2028-12-10,JDG-49,11,4793,Allowed,3373
CAS-11846,Tamil Nadu,Tamil Nadu_District_1,Criminal,498A,1,21,0.19,0.57,2019-02-10,2025-09-21,JDG-22,13,2373,Settled,2415
CAS-11847,Uttar Pradesh,Uttar Pradesh_District_1,Criminal,498A,0,23,0.81,0.2,2021-05-12,2029-09-07,JDG-17,22,1860,Dismissed,3040
CAS-11848,Maharashtra,Maharashtra_District_7,Property,NA,0,17,0.61,-0.3,2022-08-29,2031-02-06,JDG-41,14,3643,Dismissed,3083
CAS-11849,Karnataka,Karnataka_District_8,Civil,NA,0,13,0.99,-0.11,2020-07-21,2029-08-29,JDG-17,3,5326,Settled,3326
CAS-11850,Delhi,Delhi_District_4,Criminal,302,1,19,0.27,-0.39,2021-03-25,2030-03-13,JDG-30,11,5307,Dismissed,3275
CAS-11851,Delhi,Delhi_District_4,Commercial,NA,0,23,0.15,0.5,2020-06-16,2026-01-16,JDG-5,3,3455,Dismissed,2040
CAS-11852,Tamil Nadu,Tamil Nadu_District_6,Civil,NA,0,5,0.34,-0.6,2020-03-27,2027-05-28,JDG-14,10,3533,Dismissed,2618
CAS-11853,Uttar Pradesh,Uttar Pradesh_District_9,Civil,NA,0,18,0.89,0.23,2019-05-11,2024-12-07,JDG-29,5,1199,Settled,2037
CAS-11854,Uttar Pradesh,Uttar Pradesh_District_6,Civil,NA,0,2,0.75,-0.77,2019-06-23,2029-09-27,JDG-45,11,4994,Dismissed,3749
CAS-11855,Uttar Pradesh,Uttar Pradesh_District_9,Civil,NA,0,19,0.79,0.1,2019-10-03,2027-06-15,JDG-31,22,2119,Dismissed,2812
CAS-11856,Maharashtra,Maharashtra_District_4,Civil,NA,0,12,0.13,0.35,2022-03-09,2028-07-04,JDG-32,5,2581,Allowed,2309
CAS-11857,Maharashtra,Maharashtra_District_8,Criminal,376,1,12,0.18,-0.1,2020-01-02,2027-07-09,JDG-33,7,3242,Allowed,2745
CAS-11858,Tamil Nadu,Tamil Nadu_District_3,Family,NA,0,14,0.92,-0.63,2019-09-20,2025-11-16,JDG-23,17,1925,Dismissed,2249
CAS-11859,Uttar Pradesh,Uttar Pradesh_District_2,Criminal,420,0,15,0.19,-0.37,2019-06-15,2031-01-29,JDG-41,23,5693,Allowed,4246
CAS-11860,Maharashtra,Maharashtra_District_1,Family,NA,0,3,0.62,-0.62,2019-03-20,2028-07-09,JDG-1,24,4001,Settled,3399
CAS-11861,Delhi,Delhi_District_3,Civil,NA,0,16,0.29,0.51,2020-05-16,2027-02-05,JDG-1,7,3821,Allowed,2456
CAS-11862,Karnataka,Karnataka_District_6,Property,NA,0,20,0.54,-0.23,2021-05-07,2027-07-21,JDG-44,14,1147,Dismissed,2266
CAS-11863,Karnataka,Karnataka_District_9,Property,NA,0,8,0.64,0.41,2020-11-07,2030-04-14,JDG-45,19,3638,Allowed,3445
CAS-11864,Karnataka,Karnataka_District_1,Criminal,498A,1,20,0.5,0.29,2022-06-20,2028-05-23,JDG-41,5,2084,Dismissed,2164
CAS-11865,Tamil Nadu,Tamil Nadu_District_6,Criminal,420,1,9,0.27,0.14,2020-06-15,2030-03-17,JDG-33,23,3541,Dismissed,3562
CAS-11866,Delhi,Delhi_District_2,Criminal,323,0,12,0.73,0.43,2022-01-12,2030-11-19,JDG-33,7,3906,Dismissed,3233
CAS-11867,Tamil Nadu,Tamil Nadu_District_7,Commercial,NA,0,4,0.42,0.61,2021-06-02,2027-01-04,JDG-38,9,1771,Allowed,2042
CAS-11868,Tamil Nadu,Tamil Nadu_District_7,Criminal,498A,0,5,0.69,0.58,2019-07-19,2027-02-14,JDG-47,3,2560,Dismissed,2767
CAS-11869,Uttar Pradesh,Uttar Pradesh_District_2,Property,NA,0,6,0.15,-0.44,2019-11-30,2028-06-03,JDG-49,13,3867,Allowed,3108
CAS-11870,Delhi,Delhi_District_3,Property,NA,0,18,0.87,-0.55,2022-08-11,2028-03-05,JDG-48,9,915,Dismissed,2033
CAS-11871,Uttar Pradesh,Uttar Pradesh_District_1,Criminal,376,0,15,0.11,-0.34,2020-06-19,2026-09-22,JDG-29,19,526,Dismissed,2286
CAS-11872,Delhi,Delhi_District_5,Family,NA,0,2,0.2,-0.49,2023-02-05,2032-07-13,JDG-4,20,3696,Allowed,3446
